Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Botafogo;3;2;1;188;4500.0;1860.0;400.0;23.94;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;1100.0;0.0;24.29;Apartamento
Apartamento;Copacabana;3;2;1;150;4500.0;1230.0;0.0;30.0;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;42.0;Apartamento
Apartamento;Tijuca;2;1;1;89;2200.0;820.0;0.0;24.72;Apartamento
Apartamento;Leblon;2;1;0;110;3000.0;1300.0;200.0;27.27;Apartamento
Apartamento;Barra da Tijuca;3;3;3;290;12000.0;3618.0;642.0;41.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;980.0;0.0;32.86;Apartamento
Apartamento;Ipanema;1;0;0;39;2600.0;649.0;0.0;66.67;Apartamento
Apartamento;Botafogo;1;1;1;45;2650.0;800.0;200.0;58.89;Apartamento
Apartamento;Ipanema;2;0;1;82;7000.0;900.0;150.0;85.37;Apartamento
Apartamento;Barra da Tijuca;1;1;0;65;1300.0;1050.0;150.0;20.0;Apartamento
Apartamento;Tijuca;2;1;0;64;1800.0;980.0;49.0;28.12;Apartamento
Apartamento;Copacabana;3;2;1;156;5500.0;1600.0;320.0;35.26;Apartamento
Apartamento;Ipanema;2;0;0;70;3100.0;700.0;223.0;44.29;Apartamento
Apartamento;Leblon;3;0;3;170;10000.0;1200.0;590.0;58.82;Apartamento
Apartamento;Ipanema;4;2;1;230;6500.0;2800.0;674.0;28.26;Apartamento
Apartamento;Copacabana;2;0;0;63;2000.0;687.0;67.0;31.75;Apartamento
Apartamento;Flamengo;4;0;0;290;9000.0;1800.0;710.0;31.03;Apartamento
Apartamento;Barra da Tijuca;4;3;1;144;5000.0;1632.0;355.0;34.72;Apartamento
Apartamento;Copacabana;4;0;1;135;12500.0;1242.0;0.0;92.59;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1100.0;2000.0;50.0;Apartamento
Apartamento;Copacabana;3;0;1;189;2500.0;1406.0;290.0;13.23;Apartamento
Apartamento;Tijuca;1;1;0;64;1850.0;738.0;123.0;28.91;Apartamento
Apartamento;Barra da Tijuca;2;1;1;115;4500.0;2450.0;460.0;39.13;Apartamento
Apartamento;Copacabana;1;0;1;22;1500.0;490.0;37.0;68.18;Apartamento
Apartamento;Leblon;3;1;0;90;4450.0;900.0;200.0;49.44;Apartamento
Apartamento;Ipanema;3;2;1;200;9900.0;1200.0;500.0;49.5;Apartamento
Apartamento;Ipanema;2;1;2;200;10500.0;1320.0;691.0;52.5;Apartamento
Apartamento;Copacabana;3;0;1;120;4000.0;1400.0;298.0;33.33;Apartamento
Apartamento;Ipanema;3;0;0;85;3500.0;895.0;223.0;41.18;Apartamento
Apartamento;Barra da Tijuca;3;3;3;150;4800.0;1000.0;0.0;32.0;Apartamento
Apartamento;Tijuca;3;2;1;180;1500.0;2000.0;284.0;8.33;Apartamento
Apartamento;Copacabana;4;1;0;230;5000.0;1850.0;510.0;21.74;Apartamento
Apartamento;Barra da Tijuca;4;2;1;300;9000.0;3200.0;1200.0;30.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1800.0;1400.0;0.0;21.69;Apartamento
Apartamento;Ipanema;4;2;1;210;10500.0;2808.0;570.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2000.0;1060.0;266.0;27.78;Apartamento
Apartamento;Ipanema;3;1;2;100;7000.0;800.0;174.0;70.0;Apartamento
Apartamento;Ipanema;2;1;0;68;2700.0;750.0;86.0;39.71;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;900.0;145.0;38.46;Apartamento
Apartamento;Copacabana;3;1;2;250;12000.0;1020.0;200.0;48.0;Apartamento
Apartamento;Ipanema;2;1;1;60;10000.0;2000.0;3600.0;166.67;Apartamento
Apartamento;Botafogo;1;1;1;60;3800.0;1275.0;80.0;63.33;Apartamento
Apartamento;Ipanema;3;1;1;140;7300.0;2900.0;500.0;52.14;Apartamento
Apartamento;Copacabana;2;1;0;80;3500.0;1100.0;101.0;43.75;Apartamento
Apartamento;Botafogo;4;2;3;161;4500.0;2298.0;501.0;27.95;Apartamento
Apartamento;Copacabana;2;0;1;70;4900.0;1500.0;550.0;70.0;Apartamento
Apartamento;Ipanema;3;1;2;110;10000.0;750.0;230.0;90.91;Apartamento
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;600.0;35.71;Apartamento
Apartamento;Barra da Tijuca;4;3;4;225;7600.0;2800.0;530.0;33.78;Apartamento
Apartamento;Ipanema;3;0;1;110;6000.0;1050.0;320.0;54.55;Apartamento
Apartamento;Copacabana;1;1;0;70;2500.0;765.0;0.0;35.71;Apartamento
Apartamento;Barra da Tijuca;4;4;4;170;5900.0;918.0;6487.0;34.71;Apartamento
Apartamento;Barra da Tijuca;3;3;3;127;6900.0;2740.0;648.0;54.33;Apartamento
Apartamento;Copacabana;1;0;0;36;1400.0;720.0;70.0;38.89;Apartamento
Apartamento;Botafogo;3;2;1;120;3500.0;1150.0;264.0;29.17;Apartamento
Apartamento;Barra da Tijuca;3;3;2;267;12800.0;4400.0;10000.0;47.94;Apartamento
Apartamento;Barra da Tijuca;3;2;1;145;4500.0;1500.0;380.0;31.03;Apartamento
Apartamento;Ipanema;3;1;1;240;10000.0;2810.0;519.0;41.67;Apartamento
Apartamento;Copacabana;2;1;0;67;2300.0;757.0;152.0;34.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;93;2500.0;1350.0;250.0;26.88;Apartamento
Apartamento;Barra da Tijuca;3;3;3;280;12000.0;2480.0;580.0;42.86;Apartamento
Apartamento;Ipanema;3;1;1;150;4800.0;1400.0;252.0;32.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;170;6000.0;1700.0;0.0;35.29;Apartamento
Apartamento;Copacabana;2;0;1;100;2300.0;1340.0;159.0;23.0;Apartamento
Apartamento;Copacabana;3;1;1;104;3800.0;1115.0;220.0;36.54;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;2500.0;1300.0;0.0;36.76;Apartamento
Apartamento;Copacabana;3;1;0;100;4000.0;700.0;180.0;40.0;Apartamento
Apartamento;Leblon;1;1;0;30;3000.0;411.0;80.0;100.0;Apartamento
Apartamento;Copacabana;3;1;0;100;3900.0;970.0;110.0;39.0;Apartamento
Apartamento;Tijuca;2;0;0;80;1700.0;455.0;28.0;21.25;Apartamento
Apartamento;Botafogo;2;0;0;62;2800.0;790.0;0.0;45.16;Apartamento
Apartamento;Flamengo;2;1;1;87;2900.0;1400.0;350.0;33.33;Apartamento
Apartamento;Tijuca;2;1;1;87;2800.0;950.0;164.0;32.18;Apartamento
Apartamento;Copacabana;4;2;1;255;5900.0;1900.0;373.0;23.14;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;3100.0;720.0;38.0;Apartamento
Apartamento;Ipanema;4;1;3;168;7000.0;2400.0;3067.0;41.67;Apartamento
Apartamento;Barra da Tijuca;3;2;3;104;2600.0;740.0;240.0;25.0;Apartamento
Apartamento;Ipanema;3;1;1;102;4200.0;2095.0;485.0;41.18;Apartamento
Apartamento;Flamengo;5;2;1;340;8700.0;2700.0;150.0;25.59;Apartamento
Apartamento;Leblon;3;2;1;130;6000.0;2360.0;597.0;46.15;Apartamento
Apartamento;Barra da Tijuca;4;3;2;224;7600.0;2237.0;768.0;33.93;Apartamento
Apartamento;Ipanema;2;1;0;82;3500.0;850.0;90.0;42.68;Apartamento
Apartamento;Copacabana;5;1;1;300;11000.0;2450.0;350.0;36.67;Apartamento
Apartamento;Ipanema;1;0;0;35;1600.0;315.0;30.0;45.71;Apartamento
Apartamento;Copacabana;3;1;1;145;5000.0;1576.0;24.0;34.48;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;5000.0;2445.0;807.0;38.46;Apartamento
Apartamento;Barra da Tijuca;2;2;1;168;2199.0;1600.0;0.0;13.09;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1775.0;260.0;23.81;Apartamento
Apartamento;Ipanema;3;1;1;105;4500.0;1427.0;239.0;42.86;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1600.0;856.0;111.0;25.4;Apartamento
Apartamento;Leblon;3;2;0;180;5000.0;3900.0;480.0;27.78;Apartamento
Apartamento;Barra da Tijuca;3;2;1;141;4800.0;1785.0;0.0;34.04;Apartamento
Apartamento;Copacabana;2;1;2;160;4000.0;1350.0;0.0;25.0;Apartamento
Apartamento;Ipanema;4;2;1;160;7000.0;1750.0;0.0;43.75;Apartamento
Apartamento;Ipanema;3;1;1;160;7800.0;1317.0;493.0;48.75;Apartamento
Apartamento;Tijuca;2;0;0;33;1500.0;641.0;25.0;45.45;Apartamento
Apartamento;Barra da Tijuca;1;1;1;67;1600.0;1641.0;358.0;23.88;Apartamento
Apartamento;Copacabana;1;0;1;40;2800.0;500.0;0.0;70.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0;29.17;Apartamento
Apartamento;Leblon;4;2;4;200;10500.0;2710.0;1153.0;52.5;Apartamento
Apartamento;Barra da Tijuca;3;2;3;110;2700.0;1485.0;262.0;24.55;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;990.0;0.0;28.57;Apartamento
Apartamento;Botafogo;3;1;0;94;3000.0;1500.0;153.0;31.91;Apartamento
Apartamento;Botafogo;3;1;1;105;5700.0;1353.0;281.0;54.29;Apartamento
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0;42.33;Apartamento
Apartamento;Barra da Tijuca;3;2;2;216;10000.0;3809.0;1366.0;46.3;Apartamento
Apartamento;Copacabana;1;1;0;50;2500.0;585.0;94.0;50.0;Apartamento
Apartamento;Copacabana;1;1;0;40;2000.0;580.0;75.0;50.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;40;3200.0;1680.0;0.0;80.0;Apartamento
Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;341.0;47.52;Apartamento
Apartamento;Barra da Tijuca;4;2;1;167;10000.0;2237.0;5700.0;59.88;Apartamento
Apartamento;Leblon;2;1;2;125;10000.0;1275.0;290.0;80.0;Apartamento
Apartamento;Ipanema;4;1;1;141;8000.0;1500.0;0.0;56.74;Apartamento
Apartamento;Botafogo;2;0;1;90;4500.0;940.0;189.0;50.0;Apartamento
Apartamento;Barra da Tijuca;3;1;2;100;3200.0;1250.0;150.0;32.0;Apartamento
Apartamento;Ipanema;3;1;1;118;5900.0;980.0;250.0;50.0;Apartamento
Apartamento;Copacabana;2;0;0;80;2200.0;655.0;100.0;27.5;Apartamento
Apartamento;Barra da Tijuca;4;3;4;160;6300.0;1800.0;0.0;39.38;Apartamento
Apartamento;Copacabana;3;0;0;113;2300.0;1100.0;0.0;20.35;Apartamento
Apartamento;Copacabana;1;0;1;40;1800.0;168.0;118.0;45.0;Apartamento
Apartamento;Leblon;2;2;0;100;10000.0;1800.0;0.0;100.0;Apartamento
Apartamento;Ipanema;3;1;1;176;6500.0;2500.0;350.0;36.93;Apartamento
Apartamento;Copacabana;1;1;1;40;2500.0;748.0;670.0;62.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1269.0;212.0;30.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;2500.0;665.0;0.0;38.46;Apartamento
Apartamento;Copacabana;1;0;0;50;2300.0;610.0;0.0;46.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980.0;0.0;15.0;Apartamento
Apartamento;Copacabana;2;0;1;140;7800.0;1300.0;198.0;55.71;Apartamento
Apartamento;Flamengo;3;0;0;117;2500.0;600.0;200.0;21.37;Apartamento
Apartamento;Botafogo;2;1;1;60;2500.0;1500.0;200.0;41.67;Apartamento
Apartamento;Barra da Tijuca;4;4;4;276;8300.0;1550.0;0.0;30.07;Apartamento
Apartamento;Tijuca;3;2;1;125;2850.0;970.0;150.0;22.8;Apartamento
Apartamento;Barra da Tijuca;3;2;3;240;5000.0;1620.0;357.0;20.83;Apartamento
Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;10.83;Apartamento
Apartamento;Ipanema;2;0;1;120;5500.0;1800.0;200.0;45.83;Apartamento
Apartamento;Ipanema;3;1;1;170;6500.0;2554.0;0.0;38.24;Apartamento
Apartamento;Flamengo;1;0;1;79;2500.0;570.0;1530.0;31.65;Apartamento
Apartamento;Leblon;3;1;2;93;5000.0;1400.0;0.0;53.76;Apartamento
Apartamento;Barra da Tijuca;1;1;1;45;1300.0;900.0;50.0;28.89;Apartamento
Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0;40.54;Apartamento
Apartamento;Ipanema;3;2;1;170;8000.0;2000.0;532.0;47.06;Apartamento
Apartamento;Barra da Tijuca;5;4;5;400;10000.0;1500.0;5000.0;25.0;Apartamento
Apartamento;Leblon;1;0;0;35;2100.0;700.0;120.0;60.0;Apartamento
Apartamento;Tijuca;3;1;1;170;3200.0;1100.0;180.0;18.82;Apartamento
Apartamento;Leblon;3;1;0;98;3500.0;1240.0;164.0;35.71;Apartamento
Apartamento;Ipanema;1;0;1;40;3300.0;470.0;102.0;82.5;Apartamento
Apartamento;Tijuca;1;1;0;60;1400.0;600.0;92.0;23.33;Apartamento
Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1800.0;3000.0;39.68;Apartamento
Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3200.0;0.0;42.92;Apartamento
Apartamento;Leblon;2;1;1;92;4500.0;1500.0;1000.0;48.91;Apartamento
Apartamento;Ipanema;1;0;0;32;1300.0;645.0;99.0;40.62;Apartamento
Apartamento;Tijuca;1;1;0;40;1250.0;446.0;16.0;31.25;Apartamento
Apartamento;Barra da Tijuca;4;3;4;266;12000.0;3700.0;692.0;45.11;Apartamento
Apartamento;Barra da Tijuca;3;1;1;87;1900.0;1302.0;0.0;21.84;Apartamento
Apartamento;Botafogo;2;1;2;80;4800.0;1220.0;299.0;60.0;Apartamento
Apartamento;Copacabana;3;1;1;190;8500.0;1300.0;324.0;44.74;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1587.0;357.0;32.14;Apartamento
Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;387.0;37.06;Apartamento
Apartamento;Barra da Tijuca;3;1;1;82;2500.0;1230.0;269.0;30.49;Apartamento
Apartamento;Barra da Tijuca;3;2;0;157;6500.0;1960.0;8982.0;41.4;Apartamento
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0;35.86;Apartamento
Apartamento;Ipanema;1;0;1;55;2790.0;420.0;90.0;50.73;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1005.0;382.0;24.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;71;1600.0;1204.0;212.0;22.54;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;5500.0;2200.0;300.0;55.0;Apartamento
Apartamento;Leblon;3;1;1;150;6700.0;1900.0;3500.0;44.67;Apartamento
Apartamento;Barra da Tijuca;4;2;2;115;3900.0;129880.0;358.0;33.91;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2100.0;1350.0;1100.0;25.61;Apartamento
Apartamento;Copacabana;3;1;1;200;4792.0;2800.0;208.0;23.96;Apartamento
Apartamento;Copacabana;2;0;0;79;3000.0;933.0;142.0;37.97;Apartamento
Apartamento;Barra da Tijuca;3;2;1;77;1700.0;1200.0;2031.0;22.08;Apartamento
Apartamento;Copacabana;3;1;1;110;8000.0;1100.0;390.0;72.73;Apartamento
Apartamento;Leblon;2;1;1;93;5000.0;1400.0;2500.0;53.76;Apartamento
Apartamento;Tijuca;2;1;0;76;2100.0;1033.0;124.0;27.63;Apartamento
Apartamento;Barra da Tijuca;1;1;0;60;2100.0;3079.0;0.0;35.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;96;3000.0;1230.0;100.0;31.25;Apartamento
Apartamento;Flamengo;2;0;0;80;3000.0;785.0;141.0;37.5;Apartamento
Apartamento;Barra da Tijuca;4;2;2;160;3900.0;2200.0;600.0;24.38;Apartamento
Apartamento;Barra da Tijuca;3;2;1;108;4500.0;1764.0;6874.0;41.67;Apartamento
Apartamento;Barra da Tijuca;1;1;1;90;2350.0;1300.0;273.0;26.11;Apartamento
Apartamento;Barra da Tijuca;2;2;2;75;4500.0;1930.0;0.0;60.0;Apartamento
Apartamento;Copacabana;2;2;0;106;3200.0;900.0;150.0;30.19;Apartamento
Apartamento;Botafogo;1;0;0;35;1300.0;439.0;23.0;37.14;Apartamento
Apartamento;Ipanema;3;1;1;140;8500.0;2250.0;513.0;60.71;Apartamento
Apartamento;Tijuca;4;2;1;125;2950.0;1530.0;197.0;23.6;Apartamento
Apartamento;Tijuca;3;1;1;120;1800.0;1188.0;170.0;15.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;263;10000.0;2589.0;62.0;38.02;Apartamento
Apartamento;Barra da Tijuca;3;2;1;107;3500.0;1850.0;340.0;32.71;Apartamento
Apartamento;Barra da Tijuca;3;1;0;72;2200.0;600.0;0.0;30.56;Apartamento
Apartamento;Barra da Tijuca;1;0;0;65;2800.0;903.0;0.0;43.08;Apartamento
Apartamento;Copacabana;3;1;1;180;5000.0;2800.0;339.0;27.78;Apartamento
Apartamento;Barra da Tijuca;2;1;2;94;2200.0;950.0;240.0;23.4;Apartamento
Apartamento;Tijuca;2;0;0;60;1200.0;350.0;0.0;20.0;Apartamento
Apartamento;Ipanema;3;1;2;135;7000.0;1300.0;493.0;51.85;Apartamento
Apartamento;Flamengo;2;1;2;87;5000.0;1400.0;435.0;57.47;Apartamento
Apartamento;Barra da Tijuca;3;2;1;113;2800.0;1550.0;180.0;24.78;Apartamento
Apartamento;Botafogo;2;1;1;79;4350.0;1100.0;244.0;55.06;Apartamento
Apartamento;Copacabana;4;0;0;160;5500.0;1700.0;230.0;34.38;Apartamento
Apartamento;Tijuca;3;0;0;90;1800.0;873.0;75.0;20.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;58;1700.0;1100.0;0.0;29.31;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;5500.0;1750.0;410.0;42.31;Apartamento
Apartamento;Copacabana;4;1;1;274;8000.0;1746.0;7077.0;29.2;Apartamento
Apartamento;Copacabana;1;0;0;42;1400.0;650.0;50.0;33.33;Apartamento
Apartamento;Copacabana;2;1;1;115;4500.0;1150.0;284.0;39.13;Apartamento
Apartamento;Barra da Tijuca;3;2;3;145;3700.0;1800.0;350.0;25.52;Apartamento
Apartamento;Leblon;4;2;4;304;12500.0;2710.0;1154.0;41.12;Apartamento
Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;309.0;10.64;Apartamento
Apartamento;Barra da Tijuca;1;1;0;65;3000.0;1603.0;0.0;46.15;Apartamento
Apartamento;Leblon;3;0;3;130;13500.0;2266.0;600.0;103.85;Apartamento
Apartamento;Barra da Tijuca;4;3;2;215;13700.0;3580.0;540.0;63.72;Apartamento
Apartamento;Copacabana;3;1;1;130;6000.0;1000.0;0.0;46.15;Apartamento
Apartamento;Flamengo;3;1;0;165;5500.0;1550.0;350.0;33.33;Apartamento
Apartamento;Barra da Tijuca;4;2;1;130;3300.0;2185.0;300.0;25.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;3000.0;800.0;0.0;30.0;Apartamento
Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;58.33;Apartamento
Apartamento;Tijuca;2;1;0;112;1800.0;335.0;134.0;16.07;Apartamento
Apartamento;Copacabana;3;1;1;140;5000.0;1450.0;0.0;35.71;Apartamento
Apartamento;Copacabana;1;0;1;35;1800.0;560.0;68.0;51.43;Apartamento
Apartamento;Barra da Tijuca;4;2;0;145;3500.0;2366.0;470.0;24.14;Apartamento
Apartamento;Leblon;2;1;0;68;3500.0;1000.0;130.0;51.47;Apartamento
Apartamento;Leblon;3;2;1;170;8000.0;2000.0;450.0;47.06;Apartamento
Apartamento;Botafogo;3;1;0;109;3000.0;1094.0;174.0;27.52;Apartamento
Apartamento;Botafogo;1;0;0;37;1500.0;400.0;53.0;40.54;Apartamento
Apartamento;Barra da Tijuca;3;2;1;100;2200.0;1600.0;350.0;22.0;Apartamento
Apartamento;Flamengo;4;1;0;250;5300.0;2200.0;701.0;21.2;Apartamento
Apartamento;Ipanema;3;1;1;127;7000.0;1048.0;294.0;55.12;Apartamento
Apartamento;Copacabana;2;0;0;80;2000.0;800.0;150.0;25.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;3000.0;2300.0;421.0;21.43;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;5300.0;2500.0;783.0;44.17;Apartamento
Apartamento;Leblon;3;1;2;110;13700.0;1275.0;290.0;124.55;Apartamento
Apartamento;Barra da Tijuca;4;0;2;153;3515.0;2100.0;2500.0;22.97;Apartamento
Apartamento;Botafogo;1;0;0;36;1300.0;616.0;57.0;36.11;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;5800.0;2100.0;0.0;55.24;Apartamento
Apartamento;Botafogo;3;2;1;140;5000.0;1500.0;424.0;35.71;Apartamento
Apartamento;Tijuca;2;1;0;75;2000.0;590.0;75.0;26.67;Apartamento
Apartamento;Barra da Tijuca;3;3;1;270;8000.0;3000.0;530.0;29.63;Apartamento
Apartamento;Copacabana;1;0;0;60;2300.0;550.0;86.0;38.33;Apartamento
Apartamento;Ipanema;2;1;0;108;3500.0;1149.0;3184.0;32.41;Apartamento
Apartamento;Ipanema;1;1;1;74;6500.0;3561.0;465.0;87.84;Apartamento
Apartamento;Barra da Tijuca;3;2;2;113;3200.0;1500.0;339.0;28.32;Apartamento
Apartamento;Ipanema;2;0;0;70;2500.0;667.0;128.0;35.71;Apartamento
Apartamento;Ipanema;3;1;1;156;4000.0;1500.0;252.0;25.64;Apartamento
Apartamento;Tijuca;2;1;1;103;2600.0;550.0;150.0;25.24;Apartamento
Apartamento;Tijuca;3;2;1;132;2800.0;1216.0;200.0;21.21;Apartamento
Apartamento;Leblon;3;1;1;142;9000.0;1536.0;569.0;63.38;Apartamento
Apartamento;Copacabana;2;0;0;80;3000.0;580.0;120.0;37.5;Apartamento
Apartamento;Tijuca;2;0;0;70;1300.0;580.0;30.0;18.57;Apartamento
Apartamento;Tijuca;1;0;0;40;1500.0;611.0;24.0;37.5;Apartamento
Apartamento;Barra da Tijuca;4;3;2;300;12000.0;3550.0;1560.0;40.0;Apartamento
Apartamento;Botafogo;1;1;0;40;2990.0;1020.0;183.0;74.75;Apartamento
Apartamento;Barra da Tijuca;2;1;1;60;2300.0;1019.0;137.0;38.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2950.0;1430.0;200.0;32.78;Apartamento
Apartamento;Barra da Tijuca;2;1;0;52;1200.0;470.0;200.0;23.08;Apartamento
Apartamento;Ipanema;2;1;0;100;4200.0;800.0;120.0;42.0;Apartamento
Apartamento;Tijuca;2;1;1;60;2200.0;694.0;47.0;36.67;Apartamento
Apartamento;Barra da Tijuca;2;2;1;80;4000.0;1721.0;311.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;46.29;Apartamento
Apartamento;Barra da Tijuca;4;2;1;166;7500.0;2200.0;6650.0;45.18;Apartamento
Apartamento;Tijuca;2;1;1;70;2000.0;600.0;75.0;28.57;Apartamento
Apartamento;Ipanema;2;1;1;77;3600.0;1360.0;0.0;46.75;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;1900.0;1200.0;98.0;21.11;Apartamento
Apartamento;Copacabana;3;1;0;122;2700.0;1402.0;187.0;22.13;Apartamento
Apartamento;Ipanema;3;1;1;150;6000.0;1580.0;470.0;40.0;Apartamento
Apartamento;Flamengo;2;1;1;70;2800.0;1350.0;220.0;40.0;Apartamento
Apartamento;Ipanema;2;2;0;75;5000.0;2505.0;320.0;66.67;Apartamento
Apartamento;Leblon;2;0;1;55;3750.0;1000.0;140.0;68.18;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1550.0;790.0;0.0;20.67;Apartamento
Apartamento;Tijuca;2;1;0;90;2800.0;800.0;70.0;31.11;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2200.0;1150.0;255.0;25.88;Apartamento
Apartamento;Botafogo;1;1;1;45;2600.0;1100.0;180.0;57.78;Apartamento
Apartamento;Copacabana;3;0;1;156;2500.0;984.0;248.0;16.03;Apartamento
Apartamento;Botafogo;2;1;1;89;3200.0;780.0;181.0;35.96;Apartamento
Apartamento;Botafogo;1;0;0;34;1200.0;506.0;54.0;35.29;Apartamento
Apartamento;Flamengo;3;1;1;140;3000.0;2500.0;370.0;21.43;Apartamento
Apartamento;Botafogo;2;1;2;84;4650.0;1130.0;260.0;55.36;Apartamento
Apartamento;Barra da Tijuca;1;1;0;73;1500.0;1200.0;237.0;20.55;Apartamento
Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2150.0;1038.0;25.81;Apartamento
Apartamento;Leblon;2;1;1;80;3600.0;1125.0;0.0;45.0;Apartamento
Apartamento;Leblon;3;1;1;130;5250.0;1360.0;430.0;40.38;Apartamento
Apartamento;Copacabana;2;0;0;71;2800.0;855.0;136.0;39.44;Apartamento
Apartamento;Barra da Tijuca;3;0;1;98;3300.0;1100.0;90.0;33.67;Apartamento
Apartamento;Flamengo;3;0;1;250;11000.0;2000.0;399.0;44.0;Apartamento
Apartamento;Tijuca;1;0;0;50;1200.0;600.0;48.0;24.0;Apartamento
Apartamento;Ipanema;4;3;1;175;7500.0;1550.0;0.0;42.86;Apartamento
Apartamento;Copacabana;2;1;0;61;2500.0;877.0;132.0;40.98;Apartamento
Apartamento;Copacabana;3;0;1;90;2350.0;1237.0;123.0;26.11;Apartamento
Apartamento;Barra da Tijuca;3;0;2;212;5500.0;1200.0;682.0;25.94;Apartamento
Apartamento;Leblon;4;2;2;160;7000.0;1900.0;733.0;43.75;Apartamento
Apartamento;Barra da Tijuca;3;3;1;135;10000.0;2600.0;700.0;74.07;Apartamento
Apartamento;Tijuca;3;2;0;126;2000.0;550.0;1100.0;15.87;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;2300.0;816.0;224.0;30.67;Apartamento
Apartamento;Barra da Tijuca;4;2;2;140;5500.0;1250.0;550.0;39.29;Apartamento
Apartamento;Copacabana;3;2;1;156;3900.0;1650.0;2804.0;25.0;Apartamento
Apartamento;Copacabana;2;0;0;64;2200.0;780.0;144.0;34.38;Apartamento
Apartamento;Barra da Tijuca;3;1;1;70;1800.0;700.0;60.0;25.71;Apartamento
Apartamento;Copacabana;2;1;1;115;3800.0;1150.0;235.0;33.04;Apartamento
Apartamento;Barra da Tijuca;1;1;0;84;2000.0;1300.0;0.0;23.81;Apartamento
Apartamento;Leblon;3;1;1;190;12500.0;3630.0;545.0;65.79;Apartamento
Apartamento;Copacabana;4;1;1;150;4800.0;1907.0;263.0;32.0;Apartamento
Apartamento;Leblon;2;1;0;82;3500.0;1120.0;0.0;42.68;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1400.0;0.0;24.44;Apartamento
Apartamento;Leblon;2;0;0;75;3900.0;462.0;159.0;52.0;Apartamento
Apartamento;Ipanema;3;1;0;100;6000.0;1583.0;280.0;60.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;39;1500.0;439.0;0.0;38.46;Apartamento
Apartamento;Ipanema;3;1;1;152;7400.0;1720.0;553.0;48.68;Apartamento
Apartamento;Botafogo;3;1;1;101;5100.0;1340.0;341.0;50.5;Apartamento
Apartamento;Leblon;2;1;1;82;3500.0;1120.0;389.0;42.68;Apartamento
