Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Ipanema;3;1;1;135;5000.0;1700.0;2500.0;37.04;Apartamento
Apartamento;Barra da Tijuca;4;3;4;234;9800.0;3430.0;0.0;41.88;Apartamento
Apartamento;Ipanema;3;1;0;80;3900.0;1100.0;215.0;48.75;Apartamento
Apartamento;Tijuca;2;1;1;86;2000.0;715.0;167.0;23.26;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;1250.0;300.0;25.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;145;2900.0;1800.0;350.0;20.0;Apartamento
Apartamento;Barra da Tijuca;3;3;1;175;4000.0;1600.0;375.0;22.86;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3300.0;962.0;0.0;36.67;Apartamento
Apartamento;Leblon;4;2;1;160;11000.0;2100.0;400.0;68.75;Apartamento
Apartamento;Copacabana;2;0;0;95;3100.0;1000.0;800.0;32.63;Apartamento
Apartamento;Barra da Tijuca;4;3;2;356;5900.0;3500.0;0.0;16.57;Apartamento
Apartamento;Botafogo;3;2;1;240;8000.0;2300.0;495.0;33.33;Apartamento
Apartamento;Barra da Tijuca;4;2;4;158;5500.0;1600.0;550.0;34.81;Apartamento
Apartamento;Copacabana;3;1;0;152;3000.0;1340.0;315.0;19.74;Apartamento
Apartamento;Barra da Tijuca;2;1;1;104;5500.0;2700.0;654.0;52.88;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2500.0;1100.0;130.0;27.78;Apartamento
Apartamento;Leblon;1;0;0;32;2500.0;280.0;61.0;78.12;Apartamento
Apartamento;Barra da Tijuca;2;1;1;79;2000.0;800.0;140.0;25.32;Apartamento
Apartamento;Leblon;3;1;0;82;3400.0;1287.0;1333.0;41.46;Apartamento
Apartamento;Flamengo;3;1;1;114;3800.0;1210.0;250.0;33.33;Apartamento
Apartamento;Copacabana;3;1;0;120;4000.0;1300.0;238.0;33.33;Apartamento
Apartamento;Copacabana;3;2;2;226;7000.0;1600.0;430.0;30.97;Apartamento
Apartamento;Botafogo;2;1;0;90;2900.0;930.0;194.0;32.22;Apartamento
Apartamento;Leblon;2;1;1;84;7500.0;1200.0;230.0;89.29;Apartamento
Apartamento;Botafogo;2;1;1;136;3900.0;1250.0;186.0;28.68;Apartamento
Apartamento;Barra da Tijuca;2;1;0;72;1600.0;1845.0;178.0;22.22;Apartamento
Apartamento;Flamengo;2;1;0;80;3200.0;750.0;75.0;40.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;127;6000.0;1700.0;300.0;47.24;Apartamento
Apartamento;Barra da Tijuca;4;3;4;164;6500.0;1900.0;0.0;39.63;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;330.0;26.43;Apartamento
Apartamento;Copacabana;3;0;0;148;3000.0;1380.0;286.0;20.27;Apartamento
Apartamento;Ipanema;2;0;2;80;13000.0;3900.0;4000.0;162.5;Apartamento
Apartamento;Barra da Tijuca;4;2;2;245;6500.0;3150.0;660.0;26.53;Apartamento
Apartamento;Copacabana;3;1;1;190;8500.0;1296.0;305.0;44.74;Apartamento
Apartamento;Copacabana;5;2;1;420;10000.0;4040.0;706.0;23.81;Apartamento
Apartamento;Barra da Tijuca;3;2;3;130;3200.0;1800.0;420.0;24.62;Apartamento
Apartamento;Barra da Tijuca;4;2;1;220;7000.0;1700.0;0.0;31.82;Apartamento
Apartamento;Tijuca;2;1;1;98;2700.0;1013.0;0.0;27.55;Apartamento
Apartamento;Barra da Tijuca;2;2;2;120;3350.0;1600.0;650.0;27.92;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3500.0;1000.0;50.0;44.87;Apartamento
Apartamento;Copacabana;1;0;0;65;2200.0;650.0;130.0;33.85;Apartamento
Apartamento;Copacabana;2;0;0;76;2300.0;1045.0;122.0;30.26;Apartamento
Apartamento;Leblon;2;1;2;90;6000.0;1100.0;300.0;66.67;Apartamento
Apartamento;Tijuca;3;1;1;99;1800.0;800.0;60.0;18.18;Apartamento
Apartamento;Ipanema;3;2;1;160;6000.0;2200.0;368.0;37.5;Apartamento
Apartamento;Copacabana;1;0;0;46;2000.0;631.0;0.0;43.48;Apartamento
Apartamento;Tijuca;2;0;0;59;1100.0;514.0;50.0;18.64;Apartamento
Apartamento;Ipanema;3;1;1;120;5000.0;2905.0;621.0;41.67;Apartamento
Apartamento;Copacabana;2;2;1;71;2300.0;645.0;0.0;32.39;Apartamento
Apartamento;Tijuca;1;1;0;50;1600.0;560.0;20.0;32.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;248;3800.0;3857.0;1462.0;15.32;Apartamento
Apartamento;Tijuca;3;1;0;90;1800.0;823.0;130.0;20.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;300;5500.0;1150.0;7750.0;18.33;Apartamento
Apartamento;Barra da Tijuca;3;2;1;106;4500.0;1535.0;620.0;42.45;Apartamento
Apartamento;Ipanema;3;1;1;190;9000.0;1702.0;0.0;47.37;Apartamento
Apartamento;Flamengo;1;0;1;31;2100.0;470.0;27.0;67.74;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;4500.0;860.0;0.0;50.0;Apartamento
Apartamento;Botafogo;2;1;0;60;2000.0;800.0;100.0;33.33;Apartamento
Apartamento;Copacabana;3;0;0;120;3600.0;1000.0;211.0;30.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0;42.33;Apartamento
Apartamento;Ipanema;2;2;2;90;4900.0;2300.0;364.0;54.44;Apartamento
Apartamento;Barra da Tijuca;3;2;1;119;4200.0;1759.0;414.0;35.29;Apartamento
Apartamento;Botafogo;2;0;1;40;1800.0;720.0;105.0;45.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;60;1800.0;2079.0;339.0;30.0;Apartamento
Apartamento;Botafogo;2;1;1;78;4350.0;1100.0;244.0;55.77;Apartamento
Apartamento;Copacabana;1;0;0;37;1300.0;522.0;58.0;35.14;Apartamento
Apartamento;Botafogo;3;2;1;170;4000.0;1900.0;300.0;23.53;Apartamento
Apartamento;Flamengo;1;0;0;32;1200.0;360.0;25.0;37.5;Apartamento
Apartamento;Copacabana;3;0;1;118;6500.0;950.0;200.0;55.08;Apartamento
Apartamento;Copacabana;1;0;0;45;1600.0;450.0;20.0;35.56;Apartamento
Apartamento;Barra da Tijuca;2;2;1;140;2100.0;1200.0;0.0;15.0;Apartamento
Apartamento;Botafogo;3;1;1;94;4100.0;1040.0;296.0;43.62;Apartamento
Apartamento;Flamengo;2;1;1;100;3100.0;852.0;136.0;31.0;Apartamento
Apartamento;Tijuca;2;1;0;57;1400.0;495.0;49.0;24.56;Apartamento
Apartamento;Tijuca;2;0;0;65;1900.0;580.0;87.0;29.23;Apartamento
Apartamento;Barra da Tijuca;4;3;4;256;8200.0;2900.0;0.0;32.03;Apartamento
Apartamento;Tijuca;2;1;1;80;1900.0;840.0;120.0;23.75;Apartamento
Apartamento;Botafogo;2;1;1;85;4650.0;1140.0;203.0;54.71;Apartamento
Apartamento;Ipanema;3;2;1;117;6300.0;2200.0;495.0;53.85;Apartamento
Apartamento;Tijuca;2;0;0;52;2000.0;315.0;0.0;38.46;Apartamento
Apartamento;Copacabana;2;0;0;63;2800.0;643.0;86.0;44.44;Apartamento
Apartamento;Copacabana;3;1;0;170;3800.0;1900.0;235.0;22.35;Apartamento
Apartamento;Tijuca;3;1;1;70;1900.0;700.0;78.0;27.14;Apartamento
Apartamento;Leblon;3;1;1;80;3100.0;1700.0;406.0;38.75;Apartamento
Apartamento;Ipanema;2;1;0;65;4800.0;700.0;0.0;73.85;Apartamento
Apartamento;Barra da Tijuca;1;1;0;42;950.0;650.0;15.0;22.62;Apartamento
Apartamento;Copacabana;3;1;1;100;4000.0;1200.0;180.0;40.0;Apartamento
Apartamento;Copacabana;4;1;1;180;4000.0;1150.0;3227.0;22.22;Apartamento
Apartamento;Flamengo;3;0;0;183;6000.0;1600.0;0.0;32.79;Apartamento
Apartamento;Leblon;2;1;0;82;4000.0;970.0;200.0;48.78;Apartamento
Apartamento;Tijuca;3;0;1;124;2800.0;925.0;0.0;22.58;Apartamento
Apartamento;Copacabana;3;0;1;180;4500.0;1620.0;260.0;25.0;Apartamento
Apartamento;Flamengo;3;1;0;110;3400.0;880.0;200.0;30.91;Apartamento
Apartamento;Leblon;4;3;2;190;12000.0;3300.0;688.0;63.16;Apartamento
Apartamento;Barra da Tijuca;2;1;1;58;1800.0;800.0;200.0;31.03;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;4500.0;1970.0;489.0;42.86;Apartamento
Apartamento;Copacabana;1;0;0;40;1500.0;959.0;67.0;37.5;Apartamento
Apartamento;Flamengo;3;1;1;120;4400.0;900.0;240.0;36.67;Apartamento
Apartamento;Copacabana;1;0;0;31;1600.0;440.0;53.0;51.61;Apartamento
Apartamento;Botafogo;3;2;1;120;6500.0;1315.0;355.0;54.17;Apartamento
Apartamento;Barra da Tijuca;3;2;3;128;2900.0;1625.0;350.0;22.66;Apartamento
Apartamento;Leblon;3;2;1;201;7500.0;3400.0;0.0;37.31;Apartamento
Apartamento;Ipanema;3;1;1;100;5500.0;862.0;173.0;55.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;45;1070.0;644.0;37.0;23.78;Apartamento
Apartamento;Tijuca;2;0;0;80;1400.0;650.0;0.0;17.5;Apartamento
Apartamento;Copacabana;3;0;1;100;4000.0;940.0;210.0;40.0;Apartamento
Apartamento;Leblon;3;2;1;160;8000.0;1483.0;537.0;50.0;Apartamento
Apartamento;Ipanema;3;2;1;140;5500.0;2500.0;0.0;39.29;Apartamento
Apartamento;Barra da Tijuca;3;2;1;200;9500.0;1700.0;530.0;47.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;1300.0;1940.0;26.14;Apartamento
Apartamento;Barra da Tijuca;3;2;1;105;2700.0;1520.0;3300.0;25.71;Apartamento
Apartamento;Tijuca;3;0;0;87;1800.0;600.0;127.0;20.69;Apartamento
Apartamento;Barra da Tijuca;2;1;1;87;2300.0;1280.0;1272.0;26.44;Apartamento
Apartamento;Tijuca;2;1;0;140;2500.0;810.0;84.0;17.86;Apartamento
Apartamento;Botafogo;1;0;0;45;1800.0;450.0;67.0;40.0;Apartamento
Apartamento;Leblon;2;2;2;170;10000.0;3300.0;0.0;58.82;Apartamento
Apartamento;Copacabana;3;0;0;160;3900.0;800.0;128.0;24.38;Apartamento
Apartamento;Copacabana;1;0;0;66;2500.0;573.0;162.0;37.88;Apartamento
Apartamento;Tijuca;1;1;0;70;1600.0;688.0;0.0;22.86;Apartamento
Apartamento;Ipanema;2;0;0;70;2600.0;1070.0;105.0;37.14;Apartamento
Apartamento;Leblon;3;1;1;180;6000.0;3000.0;488.0;33.33;Apartamento
Apartamento;Leblon;2;0;0;90;4600.0;723.0;173.0;51.11;Apartamento
Apartamento;Barra da Tijuca;4;2;2;140;5000.0;1190.0;879.0;35.71;Apartamento
Apartamento;Ipanema;3;1;1;110;6500.0;1300.0;200.0;59.09;Apartamento
Apartamento;Barra da Tijuca;4;3;3;157;8500.0;2300.0;345.0;54.14;Apartamento
Apartamento;Tijuca;3;1;0;180;2800.0;1350.0;120.0;15.56;Apartamento
Apartamento;Barra da Tijuca;4;0;3;137;4000.0;1693.0;334.0;29.2;Apartamento
Apartamento;Botafogo;3;1;1;90;5000.0;1759.0;0.0;55.56;Apartamento
Apartamento;Tijuca;3;1;1;94;2300.0;603.0;99.0;24.47;Apartamento
Apartamento;Botafogo;2;1;2;85;4650.0;1130.0;261.0;54.71;Apartamento
Apartamento;Barra da Tijuca;3;2;3;135;4500.0;1270.0;300.0;33.33;Apartamento
Apartamento;Tijuca;2;1;0;75;1600.0;580.0;87.0;21.33;Apartamento
Apartamento;Botafogo;2;1;0;75;2600.0;870.0;0.0;34.67;Apartamento
Apartamento;Flamengo;3;1;1;126;5000.0;880.0;343.0;39.68;Apartamento
Apartamento;Flamengo;3;1;1;138;3000.0;2500.0;380.0;21.74;Apartamento
Apartamento;Barra da Tijuca;3;2;2;108;3800.0;1500.0;300.0;35.19;Apartamento
Apartamento;Ipanema;4;1;1;87;4300.0;1300.0;150.0;49.43;Apartamento
Apartamento;Tijuca;2;1;0;72;1500.0;656.0;109.0;20.83;Apartamento
Apartamento;Ipanema;3;1;1;130;8000.0;1375.0;500.0;61.54;Apartamento
Apartamento;Copacabana;2;2;0;90;3000.0;800.0;218.0;33.33;Apartamento
Apartamento;Tijuca;3;1;1;100;1800.0;868.0;84.0;18.0;Apartamento
Apartamento;Botafogo;3;1;1;130;2800.0;1200.0;155.0;21.54;Apartamento
Apartamento;Flamengo;4;1;2;285;12500.0;1850.0;350.0;43.86;Apartamento
Apartamento;Copacabana;4;1;1;220;10000.0;2800.0;486.0;45.45;Apartamento
Apartamento;Barra da Tijuca;2;2;2;78;3200.0;1300.0;0.0;41.03;Apartamento
Apartamento;Copacabana;1;0;0;50;2500.0;423.0;20.0;50.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;220;3900.0;1500.0;951.0;17.73;Apartamento
Apartamento;Copacabana;2;0;0;100;2650.0;1059.0;0.0;26.5;Apartamento
Apartamento;Flamengo;2;0;0;88;2500.0;687.0;0.0;28.41;Apartamento
Apartamento;Tijuca;1;0;0;43;1100.0;210.0;0.0;25.58;Apartamento
Apartamento;Barra da Tijuca;4;3;3;230;10000.0;3300.0;550.0;43.48;Apartamento
Apartamento;Barra da Tijuca;4;2;0;115;2900.0;1900.0;0.0;25.22;Apartamento
Apartamento;Ipanema;2;1;1;96;6500.0;2800.0;276.0;67.71;Apartamento
Apartamento;Botafogo;2;0;0;77;3000.0;450.0;0.0;38.96;Apartamento
Apartamento;Barra da Tijuca;4;3;4;260;8000.0;2600.0;798.0;30.77;Apartamento
Apartamento;Copacabana;3;2;0;140;4000.0;1202.0;0.0;28.57;Apartamento
Apartamento;Botafogo;2;1;1;90;3700.0;1080.0;236.0;41.11;Apartamento
Apartamento;Barra da Tijuca;4;2;2;168;5500.0;2000.0;510.0;32.74;Apartamento
Apartamento;Copacabana;2;1;0;70;5000.0;1500.0;100.0;71.43;Apartamento
Apartamento;Ipanema;3;1;1;150;6300.0;2200.0;495.0;42.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;780.0;0.0;25.71;Apartamento
Apartamento;Barra da Tijuca;4;3;2;160;6500.0;1880.0;0.0;40.62;Apartamento
Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0;47.5;Apartamento
Apartamento;Tijuca;2;0;0;45;1350.0;495.0;20.0;30.0;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;329.0;26.43;Apartamento
Apartamento;Ipanema;3;1;0;128;5000.0;1209.0;240.0;39.06;Apartamento
Apartamento;Barra da Tijuca;2;1;0;52;1300.0;650.0;92.0;25.0;Apartamento
Apartamento;Copacabana;3;1;1;123;3500.0;1315.0;0.0;28.46;Apartamento
Apartamento;Barra da Tijuca;4;3;2;460;8000.0;2500.0;1600.0;17.39;Apartamento
Apartamento;Leblon;1;1;0;55;4500.0;4200.0;0.0;81.82;Apartamento
Apartamento;Botafogo;2;0;0;90;2000.0;479.0;80.0;22.22;Apartamento
Apartamento;Botafogo;1;0;0;41;1500.0;457.0;70.0;36.59;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;700.0;0.0;32.47;Apartamento
Apartamento;Tijuca;3;1;1;116;1000.0;814.0;121.0;8.62;Apartamento
Apartamento;Botafogo;2;1;0;65;2500.0;645.0;79.0;38.46;Apartamento
Apartamento;Ipanema;1;1;1;125;9500.0;2000.0;380.0;76.0;Apartamento
Apartamento;Flamengo;4;1;0;220;5000.0;1745.0;383.0;22.73;Apartamento
Apartamento;Botafogo;2;0;0;57;2200.0;760.0;136.0;38.6;Apartamento
Apartamento;Leblon;1;0;0;90;5500.0;500.0;209.0;61.11;Apartamento
Apartamento;Barra da Tijuca;4;5;4;603;12000.0;6000.0;16621.0;19.9;Apartamento
Apartamento;Flamengo;2;0;0;72;2500.0;635.0;102.0;34.72;Apartamento
Apartamento;Copacabana;3;1;1;92;2500.0;1200.0;1915.0;27.17;Apartamento
Apartamento;Ipanema;3;1;1;140;4000.0;1680.0;2500.0;28.57;Apartamento
Apartamento;Copacabana;2;1;0;100;3100.0;980.0;0.0;31.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;240;9000.0;5302.0;1000.0;37.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1168.0;187.0;31.43;Apartamento
Apartamento;Leblon;3;1;1;150;7000.0;2074.0;349.0;46.67;Apartamento
Apartamento;Barra da Tijuca;2;2;1;74;2700.0;1320.0;1264.0;36.49;Apartamento
Apartamento;Copacabana;2;0;0;69;3600.0;750.0;179.0;52.17;Apartamento
Apartamento;Ipanema;1;0;0;50;1800.0;580.0;35.0;36.0;Apartamento
Apartamento;Leblon;3;1;1;83;4500.0;1191.0;2833.0;54.22;Apartamento
Apartamento;Ipanema;3;1;1;145;8500.0;2050.0;438.0;58.62;Apartamento
Apartamento;Ipanema;3;1;1;126;6000.0;1667.0;590.0;47.62;Apartamento
Apartamento;Ipanema;3;2;1;200;9500.0;3600.0;1500.0;47.5;Apartamento
Apartamento;Tijuca;2;1;1;60;1500.0;900.0;20.0;25.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;113;3200.0;1820.0;270.0;28.32;Apartamento
Apartamento;Ipanema;2;1;0;83;4500.0;1200.0;130.0;54.22;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;8000.0;2600.0;700.0;61.54;Apartamento
Apartamento;Barra da Tijuca;2;2;1;154;4300.0;2300.0;350.0;27.92;Apartamento
Apartamento;Tijuca;2;1;0;64;1150.0;695.0;0.0;17.97;Apartamento
Apartamento;Barra da Tijuca;2;0;1;80;2200.0;1200.0;156.0;27.5;Apartamento
Apartamento;Flamengo;1;0;0;30;1500.0;400.0;0.0;50.0;Apartamento
Apartamento;Copacabana;5;0;0;160;3500.0;1500.0;230.0;21.88;Apartamento
Apartamento;Flamengo;2;1;2;140;4800.0;1250.0;338.0;34.29;Apartamento
Apartamento;Flamengo;1;1;0;44;1900.0;375.0;0.0;43.18;Apartamento
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0;24.35;Apartamento
Apartamento;Copacabana;3;1;0;100;3500.0;1450.0;237.0;35.0;Apartamento
Apartamento;Flamengo;2;0;0;70;2500.0;635.0;119.0;35.71;Apartamento
Apartamento;Leblon;2;1;1;90;10000.0;3400.0;447.0;111.11;Apartamento
Apartamento;Copacabana;3;2;3;350;11000.0;2500.0;1500.0;31.43;Apartamento
Apartamento;Copacabana;3;1;0;145;3800.0;1800.0;270.0;26.21;Apartamento
Apartamento;Ipanema;3;2;1;163;7000.0;3900.0;0.0;42.94;Apartamento
Apartamento;Copacabana;3;1;1;160;4500.0;1000.0;0.0;28.12;Apartamento
Apartamento;Leblon;3;2;3;135;13500.0;2266.0;500.0;100.0;Apartamento
Apartamento;Tijuca;3;1;0;125;2500.0;1100.0;200.0;20.0;Apartamento
Apartamento;Copacabana;2;1;0;100;2500.0;1222.0;151.0;25.0;Apartamento
Apartamento;Leblon;1;0;0;42;3200.0;550.0;260.0;76.19;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;971.0;0.0;22.22;Apartamento
Apartamento;Leblon;4;1;0;138;7000.0;1500.0;0.0;50.72;Apartamento
Apartamento;Barra da Tijuca;2;1;2;78;1700.0;982.0;183.0;21.79;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;1900.0;1335.0;114.0;22.35;Apartamento
Apartamento;Barra da Tijuca;4;1;1;205;4200.0;2537.0;468.0;20.49;Apartamento
Apartamento;Copacabana;1;0;0;41;2800.0;407.0;68.0;68.29;Apartamento
Apartamento;Barra da Tijuca;2;1;2;117;4000.0;1900.0;200.0;34.19;Apartamento
Apartamento;Leblon;1;1;1;86;5500.0;1300.0;312.0;63.95;Apartamento
Apartamento;Barra da Tijuca;4;2;1;156;5000.0;2261.0;0.0;32.05;Apartamento
Apartamento;Ipanema;1;1;1;107;10000.0;2907.0;698.0;93.46;Apartamento
Apartamento;Copacabana;2;1;0;75;2900.0;730.0;132.0;38.67;Apartamento
Apartamento;Ipanema;3;2;1;147;7000.0;1050.0;250.0;47.62;Apartamento
Apartamento;Barra da Tijuca;2;2;1;116;6000.0;3000.0;470.0;51.72;Apartamento
Apartamento;Ipanema;3;2;1;300;12500.0;16845.0;406.0;41.67;Apartamento
Apartamento;Copacabana;1;0;0;40;1600.0;630.0;70.0;40.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1000.0;242.0;28.89;Apartamento
Apartamento;Leblon;3;1;1;120;13499.0;1459.0;370.0;112.49;Apartamento
Apartamento;Leblon;3;2;1;200;7500.0;3300.0;840.0;37.5;Apartamento
Apartamento;Barra da Tijuca;1;1;1;68;2200.0;1400.0;0.0;32.35;Apartamento
Apartamento;Barra da Tijuca;3;1;1;78;1900.0;1173.0;0.0;24.36;Apartamento
Apartamento;Flamengo;3;2;1;170;6000.0;1450.0;563.0;35.29;Apartamento
Apartamento;Tijuca;3;0;0;110;1800.0;800.0;196.0;16.36;Apartamento
Apartamento;Copacabana;5;1;2;389;12400.0;4162.0;1153.0;31.88;Apartamento
Apartamento;Leblon;3;1;1;155;8500.0;1500.0;500.0;54.84;Apartamento
Apartamento;Copacabana;1;0;1;105;5660.0;940.0;0.0;53.9;Apartamento
Apartamento;Barra da Tijuca;4;2;2;250;4500.0;1562.0;760.0;18.0;Apartamento
Apartamento;Copacabana;2;1;0;77;2600.0;674.0;157.0;33.77;Apartamento
Apartamento;Tijuca;2;0;0;65;1500.0;710.0;61.0;23.08;Apartamento
Apartamento;Copacabana;3;0;0;140;3500.0;1000.0;120.0;25.0;Apartamento
Apartamento;Copacabana;3;2;1;200;6000.0;1100.0;200.0;30.0;Apartamento
Apartamento;Botafogo;3;1;0;115;4400.0;968.0;188.0;38.26;Apartamento
Apartamento;Barra da Tijuca;4;4;4;260;11000.0;2300.0;899.0;42.31;Apartamento
Apartamento;Botafogo;3;1;1;102;5600.0;1310.0;0.0;54.9;Apartamento
Apartamento;Copacabana;3;2;1;140;4500.0;1470.0;0.0;32.14;Apartamento
Apartamento;Flamengo;1;0;1;41;1700.0;300.0;0.0;41.46;Apartamento
Apartamento;Tijuca;3;2;1;110;2800.0;1100.0;0.0;25.45;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;604.0;59.0;21.43;Apartamento
Apartamento;Barra da Tijuca;3;2;3;210;4500.0;1620.0;542.0;21.43;Apartamento
Apartamento;Botafogo;2;1;2;83;4520.0;1140.0;198.0;54.46;Apartamento
Apartamento;Copacabana;2;0;1;90;4000.0;700.0;90.0;44.44;Apartamento
Apartamento;Copacabana;2;1;1;80;3200.0;1033.0;230.0;40.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2500.0;1034.0;207.0;27.78;Apartamento
Apartamento;Leblon;3;2;1;140;7500.0;2600.0;558.0;53.57;Apartamento
Apartamento;Flamengo;4;1;1;240;6000.0;2200.0;710.0;25.0;Apartamento
Apartamento;Copacabana;3;1;1;151;3500.0;1350.0;387.0;23.18;Apartamento
Apartamento;Flamengo;2;1;1;90;2450.0;1660.0;228.0;27.22;Apartamento
Apartamento;Barra da Tijuca;2;1;0;55;1400.0;500.0;38.0;25.45;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;1400.0;1240.0;1600.0;15.56;Apartamento
Apartamento;Barra da Tijuca;4;3;2;175;11000.0;3240.0;980.0;62.86;Apartamento
Apartamento;Barra da Tijuca;4;3;2;278;10000.0;1490.0;0.0;35.97;Apartamento
Apartamento;Botafogo;2;0;0;85;2400.0;744.0;152.0;28.24;Apartamento
Apartamento;Botafogo;2;1;1;92;2200.0;1430.0;236.0;23.91;Apartamento
Apartamento;Copacabana;3;1;0;100;2000.0;1474.0;202.0;20.0;Apartamento
Apartamento;Flamengo;1;0;0;45;1800.0;371.0;70.0;40.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;67;1600.0;951.0;176.0;23.88;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;2300.0;1300.0;0.0;15.33;Apartamento
Apartamento;Leblon;5;4;3;350;9000.0;2100.0;817.0;25.71;Apartamento
Apartamento;Botafogo;1;0;0;24;1500.0;470.0;24.0;62.5;Apartamento
Apartamento;Barra da Tijuca;4;3;4;340;4500.0;1979.0;630.0;13.24;Apartamento
Apartamento;Ipanema;2;1;0;215;7000.0;2400.0;524.0;32.56;Apartamento
Apartamento;Copacabana;2;0;1;140;6800.0;800.0;0.0;48.57;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1600.0;1350.0;0.0;19.28;Apartamento
Apartamento;Ipanema;3;1;1;150;6300.0;2200.0;495.0;42.0;Apartamento
Apartamento;Ipanema;3;2;1;126;6000.0;1518.0;590.0;47.62;Apartamento
Apartamento;Barra da Tijuca;1;2;1;186;3500.0;1400.0;480.0;18.82;Apartamento
Apartamento;Barra da Tijuca;4;2;1;300;8000.0;3200.0;0.0;26.67;Apartamento
Apartamento;Copacabana;3;1;1;130;3200.0;1550.0;187.0;24.62;Apartamento
Apartamento;Flamengo;3;2;1;185;10000.0;1500.0;360.0;54.05;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2200.0;1118.0;236.0;31.43;Apartamento
Apartamento;Flamengo;3;1;1;312;7500.0;3800.0;886.0;24.04;Apartamento
Apartamento;Leblon;2;1;1;90;9000.0;1278.0;0.0;100.0;Apartamento
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;0.0;29.91;Apartamento
Apartamento;Barra da Tijuca;4;2;2;149;4200.0;1800.0;0.0;28.19;Apartamento
Apartamento;Copacabana;4;2;2;389;11800.0;4133.0;1153.0;30.33;Apartamento
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;500.0;35.71;Apartamento
Apartamento;Copacabana;3;0;1;115;3000.0;1250.0;170.0;26.09;Apartamento
Apartamento;Leblon;2;1;0;75;3900.0;1100.0;202.0;52.0;Apartamento
Apartamento;Ipanema;1;2;1;80;3800.0;1400.0;0.0;47.5;Apartamento
Apartamento;Barra da Tijuca;1;0;0;30;1800.0;590.0;0.0;60.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;80;1600.0;797.0;110.0;20.0;Apartamento
Apartamento;Copacabana;1;0;0;45;1500.0;460.0;71.0;33.33;Apartamento
Apartamento;Tijuca;2;0;0;60;1900.0;600.0;51.0;31.67;Apartamento
Apartamento;Barra da Tijuca;3;2;1;106;3300.0;1490.0;2960.0;31.13;Apartamento
Apartamento;Leblon;2;1;2;162;8000.0;1136.0;519.0;49.38;Apartamento
Apartamento;Copacabana;3;0;1;113;4000.0;730.0;1258.0;35.4;Apartamento
Apartamento;Barra da Tijuca;4;4;4;370;8000.0;4200.0;0.0;21.62;Apartamento
Apartamento;Ipanema;2;2;2;100;6500.0;2100.0;460.0;65.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2300.0;1250.0;180.0;32.86;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;38.46;Apartamento
Apartamento;Tijuca;2;0;1;72;1800.0;535.0;0.0;25.0;Apartamento
Apartamento;Botafogo;2;0;0;75;1800.0;665.0;90.0;24.0;Apartamento
Apartamento;Tijuca;5;1;0;220;3200.0;1200.0;254.0;14.55;Apartamento
Apartamento;Leblon;2;3;1;100;3500.0;1350.0;363.0;35.0;Apartamento
Apartamento;Ipanema;3;1;0;120;5800.0;900.0;220.0;48.33;Apartamento
